plane,angle_deg,kx,ky,kz,q,A_proj,force_factor
YZ,274.5,0,0.0784591,-0.996917,0.913314,10810.6,20684.1
XY,275,0.0871557,-0.996195,0,0.898263,32239,61198.1
XZ,275,0.0871557,0,-0.996195,0.869249,15255,28515.4
YZ,275,0,0.0871557,-0.996195,0.911467,11065.9,21152.1
XY,275.5,0.0958458,-0.995396,0,0.894049,32897.5,62309.5
XZ,275.5,0.0958458,0,-0.995396,0.861791,15927.2,29653
YZ,275.5,0,0.0958458,-0.995396,0.909799,11320.3,21619.6
XY,276,0.104528,-0.994522,0,0.889863,33553.5,63411.5
XZ,276,0.104528,0,-0.994522,0.85466,16598.1,30783.8
YZ,276,0,0.104528,-0.994522,0.908316,11573.9,22086.7
XY,276.5,0.113203,-0.993572,0,0.885728,34207,64505.1
XZ,276.5,0.113203,0,-0.993572,0.847868,17267.7,31908.5
YZ,276.5,0,0.113203,-0.993572,0.90702,11826.6,22553.6
XY,277,0.121869,-0.992546,0,0.881663,34857.8,65590.7
XZ,277,0.121869,0,-0.992546,0.841416,17936.1,33027.8
YZ,277,0,0.121869,-0.992546,0.905906,12078.4,23020.4
XY,277.5,0.130526,-0.991445,0,0.877678,35506,66668.9
XZ,277.5,0.130526,0,-0.991445,0.835297,18603,34142.1
YZ,277.5,0,0.130526,-0.991445,0.904964,12329.3,23486.9
XY,278,0.139173,-0.990268,0,0.873781,36151.5,67740
XZ,278,0.139173,0,-0.990268,0.829499,19268.6,35251.9
YZ,278,0,0.139173,-0.990268,0.904182,12579.3,23953.2
XY,278.5,0.147809,-0.989016,0,0.869977,36794.3,68804.4
XZ,278.5,0.147809,0,-0.989016,0.824007,19932.7,36357.4
YZ,278.5,0,0.147809,-0.989016,0.903547,12828.2,24419.2
XY,279,0.156434,-0.987688,0,0.866269,37434.2,69862.3
XZ,279,0.156434,0,-0.987688,0.818806,20595.3,37458.8
YZ,279,0,0.156434,-0.987688,0.903048,13076.3,24884.7
XY,279.5,0.165048,-0.986286,0,0.862657,38071.3,70913.7
XZ,279.5,0.165048,0,-0.986286,0.813878,21256.3,38556.3
YZ,279.5,0,0.165048,-0.986286,0.90267,13323.3,25349.8
XY,280,0.173648,-0.984808,0,0.859141,38705.5,71958.9
XZ,280,0.173648,0,-0.984808,0.809208,21915.7,39650
YZ,280,0,0.173648,-0.984808,0.902402,13569.3,25814.2
XY,280.5,0.182236,-0.983255,0,0.85572,39336.7,72997.9
XZ,280.5,0.182236,0,-0.983255,0.80478,22573.4,40740
YZ,280.5,0,0.182236,-0.983255,0.902232,13814.2,26277.9
XY,281,0.190809,-0.981627,0,0.852394,39965,74030.9
XZ,281,0.190809,0,-0.981627,0.800579,23229.4,41826.3
YZ,281,0,0.190809,-0.981627,0.902149,14058.1,26740.7
XY,281.5,0.199368,-0.979925,0,0.849159,40590.2,75057.7
XZ,281.5,0.199368,0,-0.979925,0.79659,23883.6,42909
YZ,281.5,0,0.199368,-0.979925,0.902143,14301,27202.5
XY,282,0.207912,-0.978148,0,0.846015,41212.3,76078.5
XZ,282,0.207912,0,-0.978148,0.792801,24536,43988.2
YZ,282,0,0.207912,-0.978148,0.902205,14542.7,27663.3
XY,282.5,0.21644,-0.976296,0,0.842958,41831.3,77093.2
XZ,282.5,0.21644,0,-0.976296,0.789198,25186.5,45063.7
YZ,282.5,0,0.21644,-0.976296,0.902326,14783.4,28122.8
XY,283,0.224951,-0.97437,0,0.839986,42447,78102
XZ,283,0.224951,0,-0.97437,0.78577,25835.2,46135.7
YZ,283,0,0.224951,-0.97437,0.902499,15022.9,28581.1
XY,283.5,0.233445,-0.97237,0,0.837097,43059.6,79104.6
XZ,283.5,0.233445,0,-0.97237,0.782507,26481.8,47204
YZ,283.5,0,0.233445,-0.97237,0.902717,15261.3,29037.9
XY,284,0.241922,-0.970296,0,0.834287,43668.9,80101.3
XZ,284,0.241922,0,-0.970296,0.779398,27126.5,48268.8
YZ,284,0,0.241922,-0.970296,0.902974,15498.5,29493.2
XY,284.5,0.25038,-0.968148,0,0.831556,44274.8,81091.8
XZ,284.5,0.25038,0,-0.968148,0.776434,27769,49329.8
YZ,284.5,0,0.25038,-0.968148,0.903263,15734.5,29947
XY,285,0.258819,-0.965926,0,0.828899,44877.4,82076.2
XZ,285,0.258819,0,-0.965926,0.773606,28409.5,50387.2
YZ,285,0,0.258819,-0.965926,0.903582,15969.4,30399
XY,285.5,0.267238,-0.96363,0,0.826315,45476.6,83054.5
XZ,285.5,0.267238,0,-0.96363,0.770907,29047.8,51440.9
YZ,285.5,0,0.267238,-0.96363,0.903924,16203,30849.3
XY,286,0.275637,-0.961262,0,0.823801,46072.3,84026.6
XZ,286,0.275637,0,-0.961262,0.768329,29683.9,52490.9
YZ,286,0,0.275637,-0.961262,0.904286,16435.4,31297.6
XY,286.5,0.284015,-0.95882,0,0.821355,46664.4,84992.5
XZ,286.5,0.284015,0,-0.95882,0.765866,30317.7,53537
YZ,286.5,0,0.284015,-0.95882,0.904664,16666.5,31744.1
XY,287,0.292372,-0.956305,0,0.818975,47253.1,85952.2
XZ,287,0.292372,0,-0.956305,0.76351,30949.2,54579.2
YZ,287,0,0.292372,-0.956305,0.905056,16896.4,32188.5
XY,287.5,0.300706,-0.953717,0,0.816658,47838.1,86905.5
XZ,287.5,0.300706,0,-0.953717,0.761256,31578.4,55617.6
YZ,287.5,0,0.300706,-0.953717,0.905458,17125,32630.9
XY,288,0.309017,-0.951057,0,0.814402,48419.5,87852.5
XZ,288,0.309017,0,-0.951057,0.759098,32205.1,56651.9
YZ,288,0,0.309017,-0.951057,0.905868,17352.2,33071.1
XY,288.5,0.317305,-0.948324,0,0.812205,48997.2,88793
XZ,288.5,0.317305,0,-0.948324,0.757032,32829.4,57682.3
YZ,288.5,0,0.317305,-0.948324,0.906285,17578.2,33509
XY,289,0.325568,-0.945519,0,0.810065,49571.2,89727.1
XZ,289,0.325568,0,-0.945519,0.755051,33451.2,58708.6
YZ,289,0,0.325568,-0.945519,0.906705,17802.8,33944.7
XY,289.5,0.333807,-0.942641,0,0.807981,50141.4,90654.7
XZ,289.5,0.333807,0,-0.942641,0.753152,34070.5,59730.7
YZ,289.5,0,0.333807,-0.942641,0.907128,18026.1,34378
XY,290,0.34202,-0.939693,0,0.805949,50707.8,91575.7
XZ,290,0.34202,0,-0.939693,0.751331,34687.1,60748.6
YZ,290,0,0.34202,-0.939693,0.907552,18247.9,34808.9
XY,290.5,0.350207,-0.936672,0,0.803969,51270.3,92490
XZ,290.5,0.350207,0,-0.936672,0.749583,35301.1,61762.3
YZ,290.5,0,0.350207,-0.936672,0.907975,18468.4,35237.3
XY,291,0.358368,-0.93358,0,0.802038,51828.9,93397.7
XZ,291,0.358368,0,-0.93358,0.747905,35912.5,62771.6
YZ,291,0,0.358368,-0.93358,0.908396,18687.5,35663.2
XY,291.5,0.366501,-0.930418,0,0.800155,52383.6,94298.6
XZ,291.5,0.366501,0,-0.930418,0.746293,36521,63776.4
YZ,291.5,0,0.366501,-0.930418,0.908815,18905.2,36086.5
XY,292,0.374607,-0.927184,0,0.798318,52934.3,95192.6
XZ,292,0.374607,0,-0.927184,0.744744,37126.9,64776.9
YZ,292,0,0.374607,-0.927184,0.909231,19121.4,36507.2
XY,292.5,0.382683,-0.92388,0,0.796526,53480.9,96079.8
XZ,292.5,0.382683,0,-0.92388,0.743254,37729.8,65772.7
YZ,292.5,0,0.382683,-0.92388,0.909642,19336.2,36925.2
XY,293,0.390731,-0.920505,0,0.794776,54023.5,96960.1
XZ,293,0.390731,0,-0.920505,0.741822,38329.9,66763.9
YZ,293,0,0.390731,-0.920505,0.910048,19549.5,37340.4
XY,293.5,0.398749,-0.91706,0,0.793069,54561.9,97833.3
XZ,293.5,0.398749,0,-0.91706,0.740443,38927.1,67750.5
YZ,293.5,0,0.398749,-0.91706,0.910449,19761.3,37752.9
XY,294,0.406737,-0.913545,0,0.791401,55096.3,98699.5
XZ,294,0.406737,0,-0.913545,0.739116,39521.4,68732.2
YZ,294,0,0.406737,-0.913545,0.910843,19971.6,38162.6
XY,294.5,0.414693,-0.909961,0,0.789771,55626.4,99558.5
XZ,294.5,0.414693,0,-0.909961,0.737838,40112.6,69709.2
YZ,294.5,0,0.414693,-0.909961,0.911231,20180.4,38569.4
XY,295,0.422618,-0.906308,0,0.788179,56152.2,100410
XZ,295,0.422618,0,-0.906308,0.736606,40700.7,70681.2
YZ,295,0,0.422618,-0.906308,0.911613,20387.6,38973.3
XY,295.5,0.430511,-0.902585,0,0.786622,56673.8,101255
XZ,295.5,0.430511,0,-0.902585,0.735419,41285.8,71648.2
YZ,295.5,0,0.430511,-0.902585,0.911987,20593.3,39374.2
XY,296,0.438371,-0.898794,0,0.785101,57191.1,102092
XZ,296,0.438371,0,-0.898794,0.734273,41867.7,72610.1
YZ,296,0,0.438371,-0.898794,0.912354,20797.4,39772.1
XY,296.5,0.446198,-0.894934,0,0.783612,57704,102922
XZ,296.5,0.446198,0,-0.894934,0.733169,42446.5,73566.9
YZ,296.5,0,0.446198,-0.894934,0.912714,21000,40167
XY,297,0.45399,-0.891007,0,0.782156,58212.6,103744
XZ,297,0.45399,0,-0.891007,0.732102,43022,74518.4
YZ,297,0,0.45399,-0.891007,0.913066,21200.9,40558.8
XY,297.5,0.461749,-0.887011,0,0.780731,58716.7,104559
XZ,297.5,0.461749,0,-0.887011,0.731072,43594.2,75464.7
YZ,297.5,0,0.461749,-0.887011,0.91341,21400.3,40947.5
XY,298,0.469472,-0.882948,0,0.779336,59216.3,105366
XZ,298,0.469472,0,-0.882948,0.730077,44163.1,76405.5
YZ,298,0,0.469472,-0.882948,0.913746,21598,41333
XY,298.5,0.477159,-0.878817,0,0.777969,59711.4,106165
XZ,298.5,0.477159,0,-0.878817,0.729115,44728.6,77340.9
YZ,298.5,0,0.477159,-0.878817,0.914074,21794,41715.3
XY,299,0.48481,-0.87462,0,0.77663,60202,106957
XZ,299,0.48481,0,-0.87462,0.728185,45290.7,78270.8
YZ,299,0,0.48481,-0.87462,0.914394,21988.4,42094.5
XY,299.5,0.492424,-0.870356,0,0.775318,60688,107740
XZ,299.5,0.492424,0,-0.870356,0.727286,45849.4,79195.1
YZ,299.5,0,0.492424,-0.870356,0.914706,22181.1,42470.3
XY,300,0.5,-0.866025,0,0.774032,61169.3,108516
XZ,300,0.5,0,-0.866025,0.726415,46404.6,80113.6
YZ,300,0,0.5,-0.866025,0.91501,22372.2,42842.9
XY,300.5,0.507538,-0.861629,0,0.772771,61646.1,109284
XZ,300.5,0.507538,0,-0.861629,0.725571,46956.3,81026.4
YZ,300.5,0,0.507538,-0.861629,0.915306,22561.5,43212.1
XY,301,0.515038,-0.857167,0,0.771534,62118.1,110044
XZ,301,0.515038,0,-0.857167,0.724755,47504.4,81933.4
YZ,301,0,0.515038,-0.857167,0.915594,22749.1,43578
XY,301.5,0.522499,-0.85264,0,0.77032,62585.3,110796
XZ,301.5,0.522499,0,-0.85264,0.723963,48048.8,82834.4
YZ,301.5,0,0.522499,-0.85264,0.915874,22935,43940.5
XY,302,0.529919,-0.848048,0,0.769128,63047.9,111540
XZ,302,0.529919,0,-0.848048,0.723195,48589.6,83729.4
YZ,302,0,0.529919,-0.848048,0.916146,23119.1,44299.6
XY,302.5,0.5373,-0.843391,0,0.767958,63505.6,112275
XZ,302.5,0.5373,0,-0.843391,0.72245,49126.7,84618.3
YZ,302.5,0,0.5373,-0.843391,0.91641,23301.5,44655.2
XY,303,0.544639,-0.838671,0,0.766808,63958.5,113002
XZ,303,0.544639,0,-0.838671,0.721727,49660.1,85501.1
YZ,303,0,0.544639,-0.838671,0.916666,23482.1,45007.3
XY,303.5,0.551937,-0.833886,0,0.765679,64406.5,113721
XZ,303.5,0.551937,0,-0.833886,0.721025,50189.7,86377.7
YZ,303.5,0,0.551937,-0.833886,0.916915,23660.9,45355.9
XY,304,0.559193,-0.829038,0,0.764568,64849.6,114431
XZ,304,0.559193,0,-0.829038,0.720343,50715.4,87247.9
YZ,304,0,0.559193,-0.829038,0.917156,23837.9,45700.9
XY,304.5,0.566406,-0.824126,0,0.763476,65287.7,115133
XZ,304.5,0.566406,0,-0.824126,0.71968,51237.3,88111.8
YZ,304.5,0,0.566406,-0.824126,0.917389,24013.1,46042.4
XY,305,0.573576,-0.819152,0,0.762402,65720.9,115827
XZ,305,0.573576,0,-0.819152,0.719035,51755.3,88969.2
YZ,305,0,0.573576,-0.819152,0.917615,24186.4,46380.2
XY,305.5,0.580703,-0.814116,0,0.761345,66149.1,116511
XZ,305.5,0.580703,0,-0.814116,0.718408,52269.4,89820.1
YZ,305.5,0,0.580703,-0.814116,0.917834,24357.9,46714.5
XY,306,0.587785,-0.809017,0,0.760305,66572.3,117187
XZ,306,0.587785,0,-0.809017,0.717797,52779.5,90664.4
YZ,306,0,0.587785,-0.809017,0.918045,24527.6,47045
XY,306.5,0.594823,-0.803857,0,0.75928,66990.3,117855
XZ,306.5,0.594823,0,-0.803857,0.717203,53285.5,91502
YZ,306.5,0,0.594823,-0.803857,0.91825,24695.4,47371.9
XY,307,0.601815,-0.798636,0,0.758271,67403.3,118513
XZ,307,0.601815,0,-0.798636,0.716623,53787.5,92332.9
YZ,307,0,0.601815,-0.798636,0.918447,24861.3,47695.1
XY,307.5,0.608761,-0.793353,0,0.757276,67811.2,119163
XZ,307.5,0.608761,0,-0.793353,0.716058,54285.4,93156.9
YZ,307.5,0,0.608761,-0.793353,0.918638,25025.3,48014.5
XY,308,0.615661,-0.788011,0,0.756296,68213.8,119804
XZ,308,0.615661,0,-0.788011,0.715507,54779.2,93974.1
YZ,308,0,0.615661,-0.788011,0.918822,25187.4,48330.2
XY,308.5,0.622515,-0.782608,0,0.755329,68611.3,120435
XZ,308.5,0.622515,0,-0.782608,0.71497,55268.8,94784.3
YZ,308.5,0,0.622515,-0.782608,0.918999,25347.6,48642.1
XY,309,0.62932,-0.777146,0,0.754376,69003.6,121058
XZ,309,0.62932,0,-0.777146,0.714445,55754.2,95587.4
YZ,309,0,0.62932,-0.777146,0.919169,25505.9,48950.2
XY,309.5,0.636078,-0.771625,0,0.753435,69390.6,121672
XZ,309.5,0.636078,0,-0.771625,0.713932,56235.3,96383.5
YZ,309.5,0,0.636078,-0.771625,0.919333,25662.2,49254.4
XY,310,0.642788,-0.766044,0,0.752506,69772.3,122276
XZ,310,0.642788,0,-0.766044,0.713431,56712.1,97172.3
YZ,310,0,0.642788,-0.766044,0.919491,25816.6,49554.7
XY,310.5,0.649448,-0.760406,0,0.751589,70148.7,122872
XZ,310.5,0.649448,0,-0.760406,0.712941,57184.7,97954
YZ,310.5,0,0.649448,-0.760406,0.919643,25969,49851.2
XY,311,0.656059,-0.75471,0,0.750684,70519.8,123458
XZ,311,0.656059,0,-0.75471,0.712462,57652.9,98728.3
YZ,311,0,0.656059,-0.75471,0.919788,26119.4,50143.8
XY,311.5,0.66262,-0.748956,0,0.749789,70885.5,124035
XZ,311.5,0.66262,0,-0.748956,0.711992,58116.7,99495.3
YZ,311.5,0,0.66262,-0.748956,0.919928,26267.9,50432.4
XY,312,0.669131,-0.743145,0,0.748904,71245.8,124602
XZ,312,0.669131,0,-0.743145,0.711533,58576,100255
YZ,312,0,0.669131,-0.743145,0.920062,26414.3,50717.1
XY,312.5,0.67559,-0.737277,0,0.74803,71600.7,125160
XZ,312.5,0.67559,0,-0.737277,0.711083,59030.9,101007
YZ,312.5,0,0.67559,-0.737277,0.92019,26558.7,50997.8
XY,313,0.681998,-0.731354,0,0.747165,71950.1,125709
XZ,313,0.681998,0,-0.731354,0.710642,59481.3,101751
YZ,313,0,0.681998,-0.731354,0.920312,26701.1,51274.5
XY,313.5,0.688355,-0.725374,0,0.74631,72294,126248
XZ,313.5,0.688355,0,-0.725374,0.710209,59927.2,102488
YZ,313.5,0,0.688355,-0.725374,0.920429,26841.5,51547.2
XY,314,0.694658,-0.71934,0,0.745463,72632.5,126777
XZ,314,0.694658,0,-0.71934,0.709785,60368.5,103217
YZ,314,0,0.694658,-0.71934,0.920541,26979.8,51815.9
XY,314.5,0.700909,-0.71325,0,0.744625,72965.4,127297
XZ,314.5,0.700909,0,-0.71325,0.709368,60805.3,103939
YZ,314.5,0,0.700909,-0.71325,0.920647,27116.1,52080.5
XY,315,0.707107,-0.707107,0,0.743795,73292.7,127807
XZ,315,0.707107,0,-0.707107,0.708959,61237.4,104652
YZ,315,0,0.707107,-0.707107,0.920748,27250.3,52341
XY,315.5,0.71325,-0.700909,0,0.742973,73614.5,128308
XZ,315.5,0.71325,0,-0.700909,0.708558,61664.8,105358
YZ,315.5,0,0.71325,-0.700909,0.920844,27382.4,52597.4
XY,316,0.71934,-0.694658,0,0.742158,73930.6,128799
XZ,316,0.71934,0,-0.694658,0.708163,62087.5,106056
YZ,316,0,0.71934,-0.694658,0.920935,27512.5,52849.7
XY,316.5,0.725374,-0.688355,0,0.741351,74241.2,129280
XZ,316.5,0.725374,0,-0.688355,0.707774,62505.5,106745
YZ,316.5,0,0.725374,-0.688355,0.921021,27640.4,53097.9
XY,317,0.731354,-0.681998,0,0.740551,74546,129751
XZ,317,0.731354,0,-0.681998,0.707392,62918.8,107427
YZ,317,0,0.731354,-0.681998,0.921103,27766.3,53341.9
XY,317.5,0.737277,-0.67559,0,0.739757,74845.2,130213
XZ,317.5,0.737277,0,-0.67559,0.707016,63327.2,108101
YZ,317.5,0,0.737277,-0.67559,0.921179,27890,53581.7
XY,318,0.743145,-0.669131,0,0.73897,75138.7,130664
XZ,318,0.743145,0,-0.669131,0.706646,63730.8,108766
YZ,318,0,0.743145,-0.669131,0.921252,28011.6,53817.4
XY,318.5,0.748956,-0.66262,0,0.738189,75426.5,131106
XZ,318.5,0.748956,0,-0.66262,0.706281,64129.6,109423
YZ,318.5,0,0.748956,-0.66262,0.92132,28131.1,54048.8
XY,319,0.75471,-0.656059,0,0.737414,75708.5,131537
XZ,319,0.75471,0,-0.656059,0.705921,64523.5,110072
YZ,319,0,0.75471,-0.656059,0.921383,28248.4,54276.1
XY,319.5,0.760406,-0.649448,0,0.736645,75984.8,131959
XZ,319.5,0.760406,0,-0.649448,0.705567,64912.5,110713
YZ,319.5,0,0.760406,-0.649448,0.921442,28363.6,54499
XY,320,0.766044,-0.642788,0,0.735881,76255.3,132370
XZ,320,0.766044,0,-0.642788,0.705217,65296.5,111345
YZ,320,0,0.766044,-0.642788,0.921498,28476.6,54717.8
XY,320.5,0.771625,-0.636078,0,0.735122,76520,132771
XZ,320.5,0.771625,0,-0.636078,0.704872,65675.6,111968
YZ,320.5,0,0.771625,-0.636078,0.921549,28587.5,54932.2
XY,321,0.777146,-0.62932,0,0.734368,76778.8,133163
XZ,321,0.777146,0,-0.62932,0.704532,66049.6,112584
YZ,321,0,0.777146,-0.62932,0.921596,28696.2,55142.4
XY,321.5,0.782608,-0.622515,0,0.733619,77031.8,133544
XZ,321.5,0.782608,0,-0.622515,0.704196,66418.7,113190
YZ,321.5,0,0.782608,-0.622515,0.921639,28802.6,55348.3
XY,322,0.788011,-0.615661,0,0.732875,77278.9,133915
XZ,322,0.788011,0,-0.615661,0.703864,66782.6,113789
YZ,322,0,0.788011,-0.615661,0.921679,28906.9,55549.9
XY,322.5,0.793353,-0.608761,0,0.732134,77520.2,134275
XZ,322.5,0.793353,0,-0.608761,0.703536,67141.5,114378
YZ,322.5,0,0.793353,-0.608761,0.921715,29009,55747.1
XY,323,0.798636,-0.601815,0,0.731398,77755.5,134626
XZ,323,0.798636,0,-0.601815,0.703212,67495.3,114959
YZ,323,0,0.798636,-0.601815,0.921748,29108.9,55940
XY,323.5,0.803857,-0.594823,0,0.730666,77985,134966
XZ,323.5,0.803857,0,-0.594823,0.702891,67843.9,115531
YZ,323.5,0,0.803857,-0.594823,0.921777,29206.6,56128.5
XY,324,0.809017,-0.587785,0,0.729938,78208.4,135296
XZ,324,0.809017,0,-0.587785,0.702574,68187.4,116094
YZ,324,0,0.809017,-0.587785,0.921802,29302,56312.7
XY,324.5,0.814116,-0.580703,0,0.729214,78426,135615
XZ,324.5,0.814116,0,-0.580703,0.70226,68525.7,116648
YZ,324.5,0,0.814116,-0.580703,0.921825,29395.3,56492.5
XY,325,0.819152,-0.573576,0,0.728493,78637.5,135924
XZ,325,0.819152,0,-0.573576,0.701949,68858.7,117194
YZ,325,0,0.819152,-0.573576,0.921844,29486.2,56667.9
XY,325.5,0.824126,-0.566406,0,0.727775,78843.1,136223
XZ,325.5,0.824126,0,-0.566406,0.701642,69186.5,117731
YZ,325.5,0,0.824126,-0.566406,0.92186,29575,56838.9
XY,326,0.829038,-0.559193,0,0.72706,79042.7,136511
XZ,326,0.829038,0,-0.559193,0.701337,69509.1,118258
YZ,326,0,0.829038,-0.559193,0.921873,29661.4,57005.5
XY,326.5,0.833886,-0.551937,0,0.726349,79236.2,136789
XZ,326.5,0.833886,0,-0.551937,0.701036,69826.3,118777
YZ,326.5,0,0.833886,-0.551937,0.921883,29745.6,57167.7
XY,327,0.838671,-0.544639,0,0.72564,79423.7,137057
XZ,327,0.838671,0,-0.544639,0.700737,70138.2,119287
YZ,327,0,0.838671,-0.544639,0.921891,29827.6,57325.4
XY,327.5,0.843391,-0.5373,0,0.724934,79605.2,137314
XZ,327.5,0.843391,0,-0.5373,0.70044,70444.8,119787
YZ,327.5,0,0.843391,-0.5373,0.921896,29907.3,57478.7
XY,328,0.848048,-0.529919,0,0.724231,79780.6,137560
XZ,328,0.848048,0,-0.529919,0.700147,70746.1,120279
YZ,328,0,0.848048,-0.529919,0.921898,29984.7,57627.5
XY,328.5,0.85264,-0.522499,0,0.72353,79949.9,137796
XZ,328.5,0.85264,0,-0.522499,0.699855,71041.9,120761
YZ,328.5,0,0.85264,-0.522499,0.921897,30059.8,57771.9
XY,329,0.857167,-0.515038,0,0.722832,80113.1,138021
XZ,329,0.857167,0,-0.515038,0.699566,71332.3,121234
YZ,329,0,0.857167,-0.515038,0.921895,30132.6,57911.8
XY,329.5,0.861629,-0.507538,0,0.722136,80270.3,138236
XZ,329.5,0.861629,0,-0.507538,0.69928,71617.3,121698
YZ,329.5,0,0.861629,-0.507538,0.92189,30203.2,58047.2
XY,330,0.866025,-0.5,0,0.721442,80421.3,138441
XZ,330,0.866025,0,-0.5,0.698995,71896.9,122152
YZ,330,0,0.866025,-0.5,0.921882,30271.4,58178.1
XY,330.5,0.870356,-0.492424,0,0.720751,80566.2,138634
XZ,330.5,0.870356,0,-0.492424,0.698713,72170.9,122598
YZ,330.5,0,0.870356,-0.492424,0.921873,30337.3,58304.5
XY,331,0.87462,-0.48481,0,0.720061,80704.9,138817
XZ,331,0.87462,0,-0.48481,0.698432,72439.5,123034
YZ,331,0,0.87462,-0.48481,0.921861,30401,58426.4
XY,331.5,0.878817,-0.477159,0,0.719374,80837.6,138990
XZ,331.5,0.878817,0,-0.477159,0.698154,72702.6,123460
YZ,331.5,0,0.878817,-0.477159,0.921848,30462.3,58543.8
XY,332,0.882948,-0.469472,0,0.718688,80964,139152
XZ,332,0.882948,0,-0.469472,0.697878,72960.1,123877
YZ,332,0,0.882948,-0.469472,0.921833,30521.3,58656.7
XY,332.5,0.887011,-0.461749,0,0.718004,81084.3,139303
XZ,332.5,0.887011,0,-0.461749,0.697603,73212,124285
YZ,332.5,0,0.887011,-0.461749,0.921816,30577.9,58765.1
XY,333,0.891007,-0.45399,0,0.717322,81198.4,139444
XZ,333,0.891007,0,-0.45399,0.697331,73458.4,124683
YZ,333,0,0.891007,-0.45399,0.921798,30632.2,58869
XY,333.5,0.894934,-0.446198,0,0.716642,81306.4,139574
XZ,333.5,0.894934,0,-0.446198,0.69706,73699.2,125072
YZ,333.5,0,0.894934,-0.446198,0.921778,30684.2,58968.3
XY,334,0.898794,-0.438371,0,0.715964,81408.1,139693
XZ,334,0.898794,0,-0.438371,0.696791,73934.4,125451
YZ,334,0,0.898794,-0.438371,0.921757,30733.9,59063.1
XY,334.5,0.902585,-0.430511,0,0.715287,81503.6,139802
XZ,334.5,0.902585,0,-0.430511,0.696523,74163.9,125821
YZ,334.5,0,0.902585,-0.430511,0.921735,30781.2,59153.4
XY,335,0.906308,-0.422618,0,0.714612,81593,139900
XZ,335,0.906308,0,-0.422618,0.696258,74387.8,126181
YZ,335,0,0.906308,-0.422618,0.921711,30826.2,59239.1
XY,335.5,0.909961,-0.414693,0,0.713938,81676.1,139988
XZ,335.5,0.909961,0,-0.414693,0.695994,74606.1,126531
YZ,335.5,0,0.909961,-0.414693,0.921687,30868.8,59320.2
XY,336,0.913545,-0.406737,0,0.713267,81753,140065
XZ,336,0.913545,0,-0.406737,0.695731,74818.6,126872
YZ,336,0,0.913545,-0.406737,0.921662,30909.1,59396.9
XY,336.5,0.91706,-0.398749,0,0.712596,81823.7,140131
XZ,336.5,0.91706,0,-0.398749,0.695471,75025.5,127204
YZ,336.5,0,0.91706,-0.398749,0.921636,30947,59469
XY,337,0.920505,-0.390731,0,0.711928,81888.1,140187
XZ,337,0.920505,0,-0.390731,0.695212,75226.6,127525
YZ,337,0,0.920505,-0.390731,0.92161,30982.6,59536.5
XY,337.5,0.92388,-0.382683,0,0.711261,81946.3,140232
XZ,337.5,0.92388,0,-0.382683,0.694954,75422,127837
YZ,337.5,0,0.92388,-0.382683,0.921583,31015.8,59599.5
XY,338,0.927184,-0.374607,0,0.710596,81998.3,140266
XZ,338,0.927184,0,-0.374607,0.694698,75611.7,128139
YZ,338,0,0.927184,-0.374607,0.921557,31046.7,59658
XY,338.5,0.930418,-0.366501,0,0.709933,82044,140290
XZ,338.5,0.930418,0,-0.366501,0.694444,75795.6,128431
YZ,338.5,0,0.930418,-0.366501,0.92153,31075.2,59711.9
XY,339,0.93358,-0.358368,0,0.709272,82083.5,140303
XZ,339,0.93358,0,-0.358368,0.694191,75973.8,128714
YZ,339,0,0.93358,-0.358368,0.921504,31101.3,59761.2
XY,339.5,0.936672,-0.350207,0,0.708613,82116.7,140306
XZ,339.5,0.936672,0,-0.350207,0.69394,76146.1,128987
YZ,339.5,0,0.936672,-0.350207,0.921478,31125,59806.1
XY,340,0.939693,-0.34202,0,0.707956,82143.7,140298
XZ,340,0.939693,0,-0.34202,0.693691,76312.7,129250
YZ,340,0,0.939693,-0.34202,0.921453,31146.4,59846.4
XY,340.5,0.942641,-0.333807,0,0.707301,82164.4,140279
XZ,340.5,0.942641,0,-0.333807,0.693443,76473.4,129503
YZ,340.5,0,0.942641,-0.333807,0.921429,31165.4,59882.1
XY,341,0.945519,-0.325568,0,0.706649,82178.9,140251
XZ,341,0.945519,0,-0.325568,0.693197,76628.3,129747
YZ,341,0,0.945519,-0.325568,0.921406,31182,59913.4
XY,341.5,0.948324,-0.317305,0,0.705999,82187.1,140211
XZ,341.5,0.948324,0,-0.317305,0.692953,76777.4,129981
YZ,341.5,0,0.948324,-0.317305,0.921384,31196.3,59940.1
XY,342,0.951057,-0.309017,0,0.705352,82189,140161
XZ,342,0.951057,0,-0.309017,0.692711,76920.7,130204
YZ,342,0,0.951057,-0.309017,0.921364,31208.2,59962.3
XY,342.5,0.953717,-0.300706,0,0.704708,82184.7,140101
XZ,342.5,0.953717,0,-0.300706,0.692471,77058,130418
YZ,342.5,0,0.953717,-0.300706,0.921346,31217.7,59980
XY,343,0.956305,-0.292372,0,0.704067,82174.1,140030
XZ,343,0.956305,0,-0.292372,0.692233,77189.5,130623
YZ,343,0,0.956305,-0.292372,0.921331,31224.8,59993.2
XY,343.5,0.95882,-0.284015,0,0.70343,82157.3,139949
XZ,343.5,0.95882,0,-0.284015,0.691996,77315.2,130817
YZ,343.5,0,0.95882,-0.284015,0.921318,31229.6,60002
XY,344,0.961262,-0.275637,0,0.702797,82134.2,139858
