sample,kx,ky,kz,q,A_proj,force_factor
1418,-0.169166,-0.399462,0.901007,0.747344,31258.1,54618.6
1419,-0.988272,-0.147197,-0.0406456,0.309721,81717.3,107027
1420,-0.709369,-0.678392,-0.191259,0.446264,74650.1,107964
1421,-0.252008,0.624418,-0.73932,0.703354,44829.6,76360.6
1422,0.0778783,-0.772574,-0.63013,0.900144,31148.2,59186.1
1423,0.1813,0.983144,-0.0236139,0.863379,43917,81834
1424,-0.0851938,0.779858,-0.620132,0.877509,35390.6,66446.1
1425,0.00351174,-0.605158,0.796098,0.919585,22592.3,43367.8
1426,-0.659645,0.0633054,-0.748906,0.375841,60058.4,82630.9
1427,-0.388461,0.767044,-0.510628,0.618193,57894.5,93684.4
1428,-0.568985,0.801197,-0.18531,0.526258,70340.6,107358
1429,0.748262,-0.319986,-0.581131,0.725147,71552.8,123439
1430,-0.426909,-0.472961,-0.770751,0.539944,52135.8,80286.3
1431,0.116413,-0.0759452,-0.990293,0.848308,19429.4,35911.5
1432,0.988,-0.0876902,0.127144,0.693304,80522.6,136349
1433,0.0240124,0.848383,-0.528839,0.921805,31861.5,61231.6
1434,0.146824,0.633791,0.759441,0.867389,37075.6,69234.6
1435,0.478622,-0.843609,-0.243402,0.77891,60990.6,108497
1436,-0.90257,0.243293,-0.355214,0.357401,81209.3,110234
1437,0.048825,-0.744039,-0.66635,0.913029,28457.1,54439.3
1438,-0.793535,-0.34272,0.502837,0.390028,75409.2,104821
1439,-0.892589,0.0729267,0.444934,0.329501,76132.3,101218
1440,0.915954,0.189353,-0.3538,0.706662,80249.8,136959
1441,0.929592,0.351775,-0.110059,0.714151,84131.1,144213
1442,0.34284,-0.844381,0.411681,0.806557,51891.4,93744.9
1443,0.83156,-0.217119,-0.511241,0.712784,74842,128188
1444,-0.152788,0.246233,0.957092,0.750214,27660.3,48411.5
1445,-0.92447,0.0691943,0.374924,0.32214,77919.7,103021
1446,0.111631,0.726104,-0.678463,0.886233,36299.6,68469.5
1447,0.93134,-0.142568,-0.335081,0.70139,79240.7,134819
1448,-0.200872,-0.626956,0.752713,0.739609,38275.7,66584.8
1449,-0.887264,0.362052,-0.285799,0.379372,82988.6,114472
1450,-0.0142115,-0.995639,-0.0922039,0.92304,27313.7,52525.3
1451,-0.576807,-0.19041,0.794379,0.42294,57016,81130.4
1452,-0.160161,-0.68247,0.713151,0.787595,36154.1,64628.9
1453,-0.124238,0.989413,0.0750157,0.845005,40145.8,74069.2
1454,-0.506461,0.146725,-0.849687,0.44473,51389.9,74244.6
1455,0.906013,0.327192,0.268489,0.715792,82933.9,142297
1456,0.959705,0.274556,0.0598825,0.70658,83746.1,142919
1457,-0.839401,0.282735,-0.464185,0.378655,78357.7,108028
1458,-0.231034,-0.542629,-0.807575,0.698972,38843.1,65993.4
1459,0.13003,0.97807,0.162699,0.882118,40962.8,77096.8
1460,-0.85706,0.497477,-0.134034,0.402088,83400.5,116935
1461,-0.547912,0.601125,0.581757,0.517751,66120.8,100355
1462,0.173304,0.96594,-0.192159,0.865393,44204.1,82458
1463,-0.204543,0.878015,0.432727,0.767702,46190.9,81651.8
1464,0.838747,0.115677,-0.532093,0.7081,73515,125571
1465,0.258848,0.948755,0.181279,0.837417,50305.7,92432.7
1466,-0.399744,0.275546,0.874231,0.530339,47221.4,72264.7
1467,-0.0715714,-0.991666,-0.107124,0.887485,31843.6,60104.3
1468,0.653165,0.620269,-0.434329,0.756119,73355.5,128821
1469,0.816625,0.205962,0.539169,0.715418,74642.3,128043
1470,-0.442212,0.283595,-0.850895,0.507235,50468.5,76067.9
1471,0.907166,-0.0253647,0.420008,0.698414,75143.8,127625
1472,-0.515113,-0.530479,-0.673239,0.504836,59704.6,89845.6
1473,0.401242,-0.0735176,0.913017,0.746763,41102.4,71796.1
1474,-0.61012,-0.229952,0.758206,0.419715,60329.5,85650.7
1475,0.117556,-0.957915,-0.261876,0.882538,35857.1,67502.3
1476,0.728116,-0.283837,-0.623927,0.724445,69419,119709
1477,0.779476,0.533077,0.329007,0.738795,79759.3,138685
1478,0.616569,-0.783379,0.0784883,0.757063,68843.8,120963
1479,-0.888198,0.0404292,0.457679,0.324071,74920.6,99200.2
1480,-0.717766,0.48675,0.497882,0.443012,75298.6,108657
1481,0.691962,-0.280617,-0.665164,0.727099,66861.9,115477
1482,0.618237,-0.372904,0.6919,0.740194,63789.3,111006
1483,-0.405224,0.870692,0.278729,0.614777,60402.6,97536.7
1484,0.815529,-0.516448,0.261139,0.729002,79149.7,136850
1485,-0.711317,-0.53731,0.453129,0.436571,73490.5,105574
1486,0.00212619,0.847967,-0.530045,0.922285,30149.4,57955.8
1487,0.755551,0.623659,0.200479,0.744556,79503.9,138699
1488,-0.246761,0.449242,0.858657,0.683183,40293.5,67821.3
1489,0.22747,0.572465,-0.787744,0.833161,41657.7,76365.3
1490,0.840973,-0.540588,-0.0229829,0.725789,79695.1,137537
1491,-0.460785,-0.785751,0.412641,0.558298,59807.2,93197.5
1492,0.399403,0.83935,-0.368739,0.802179,59559.8,107337
1493,0.100907,-0.994836,0.0109015,0.891822,33372.7,63135.2
1494,-0.591341,0.12685,0.796383,0.410421,57127.2,80573.3
1495,0.906085,-0.408146,-0.111474,0.715299,82151.3,140914
1496,0.67508,-0.313706,-0.667724,0.730708,66409.4,114935
1497,0.658836,-0.123959,0.742004,0.720166,61038.6,104997
1498,-0.156951,-0.286915,-0.945011,0.744788,27662.5,48265.3
1499,-0.602879,0.625404,0.495386,0.499297,70422.1,105584
1500,-0.984954,-0.0999702,0.140967,0.307404,81123,106061
1501,0.880696,-0.157394,0.446767,0.706234,76677.1,130829
1502,0.152501,0.574869,-0.803909,0.861656,36010.1,67038.4
1503,0.549483,-0.612035,-0.568754,0.761751,63373.6,111649
1504,0.469779,-0.879313,0.0782043,0.780123,59822.4,106491
1505,-0.0761842,0.873068,-0.48161,0.887307,36310.4,68528.9
1506,-0.723538,-0.690097,0.016055,0.436982,74578.7,107168
1507,0.899075,-0.039237,0.436033,0.699767,75004.1,127489
1508,-0.301908,0.919438,-0.251962,0.686658,53484.7,90210.5
1509,0.813102,-0.109197,-0.571787,0.708381,71158.4,121566
1510,-0.0751158,-0.864119,0.49765,0.883818,32252.3,60757.5
1511,0.534199,-0.655832,-0.5334,0.765758,62997.8,111239
1512,-0.038554,-0.226825,-0.973172,0.891676,17068.9,32288.9
1513,-0.862843,-0.402513,0.305752,0.380178,80678,111350
1514,0.0871489,-0.214984,0.972721,0.870395,20690.6,38699.5
1515,-0.543493,0.698502,0.465522,0.531359,67697.7,103670
1516,-0.277879,0.0119781,-0.960541,0.55438,30327.4,47140.3
1517,0.436879,0.89861,0.0404593,0.795215,61491.8,110391
1518,0.436786,0.549985,-0.711853,0.781218,56691.2,100979
1519,0.209886,-0.823702,-0.526748,0.844496,41889.9,77265.7
1520,0.138505,-0.387656,0.911339,0.852487,28580.9,52945.7
1521,0.0580981,0.60915,-0.790924,0.906996,29555.3,56361.8
1522,0.88684,0.330586,0.322844,0.717862,82007.1,140877
1523,0.499104,0.862501,0.0835964,0.783905,65639.9,117095
1524,-0.446837,0.853643,0.26764,0.589793,63062.6,100256
1525,-0.45506,0.567506,0.68619,0.555865,58719.2,91359.1
1526,0.0749812,0.994016,-0.0794351,0.906026,36410.9,69400.2
1527,-0.405453,-0.126545,-0.905315,0.484545,42748.6,63462.2
1528,-0.868712,-0.238122,-0.434324,0.357135,77986.3,105838
1529,0.482023,0.763029,-0.430629,0.785085,64245,114683
1530,0.117616,-0.245903,-0.962132,0.852943,23623.1,43772.2
1531,-0.595894,-0.542869,-0.59178,0.474312,65674.4,96824.6
1532,0.234143,-0.914461,-0.330059,0.837381,44434.2,81642.5
1533,-0.202642,-0.939299,0.276865,0.755355,42281.6,74219.2
1534,0.401214,0.901182,0.164009,0.802392,59848.9,107871
1535,0.985489,-0.136506,-0.100883,0.695283,81330.7,137879
1536,-0.857143,0.496061,-0.138669,0.402018,83403.8,116934
1537,0.243696,0.969761,0.0132855,0.842255,48303.7,88987.7
1538,-0.991963,-0.12565,-0.0149036,0.304295,81238.9,105959
1539,0.345447,0.921755,-0.176165,0.814691,56188.9,101965
1540,-0.227442,0.13086,0.964959,0.637608,30123.2,49330
1541,0.81058,0.30453,0.500221,0.722641,76796.8,132293
1542,0.799363,0.337314,-0.497231,0.725576,76804.9,132533
1543,0.988776,0.000291891,0.149407,0.688735,78545.6,132643
1544,-0.717466,0.552716,0.423966,0.451922,76620.1,111246
1545,-0.80916,0.529932,-0.253835,0.421227,81629.9,116015
1546,-0.511737,-0.780942,0.358127,0.53209,63215.6,96852
1547,0.699592,-0.478241,0.530902,0.738682,71444.8,124220
1548,0.266819,0.735128,0.623213,0.830262,48320.7,88439.4
1549,-0.887262,0.455263,-0.0741742,0.387358,83996.1,116533
1550,-0.201918,-0.298671,0.932751,0.69332,31531.4,53392.7
1551,-0.423841,0.802998,-0.41899,0.600112,60976.9,97569.9
1552,0.779246,0.610541,-0.141479,0.741236,80430.1,140048
1553,0.0232046,0.240556,-0.970358,0.905003,17270.8,32900.9
1554,-0.707026,0.704161,-0.0653556,0.464795,77248,113152
1555,0.441273,0.412036,-0.797186,0.769773,53618.5,94892.6
1556,0.936764,0.348274,0.0343293,0.71273,83949.3,143782
1557,0.944567,0.115173,-0.307454,0.700138,79862.5,135777
1558,0.352854,-0.29588,-0.887665,0.771901,42645.4,75563.4
1559,-0.0458475,-0.989409,0.137724,0.907767,30046,57320.7
1560,-0.0831824,0.549068,0.831628,0.868575,30214.1,56457.4
1561,-0.995221,-0.0438657,0.0872406,0.29449,80033.5,103603
1562,-0.538297,0.658125,0.52641,0.529112,66601.4,101841
1563,0.00114401,-0.20385,-0.979002,0.904822,13593.3,25892.9
1564,0.985852,-0.0503104,0.15989,0.692274,79683.2,134846
1565,-0.81684,-0.112705,0.565748,0.348465,71910.7,96969.1
1566,0.235867,0.500962,-0.832709,0.825279,40545.6,74007
1567,-0.266324,0.873963,-0.406521,0.713664,50633.6,86768.9
1568,0.922114,0.144525,-0.358913,0.703589,79426.9,135311
1569,0.774587,0.264276,0.574607,0.722596,73416.8,126467
1570,-0.967806,-0.129895,0.215588,0.317684,81184.2,106975
1571,0.718921,-0.324079,-0.614919,0.727744,69651.5,120340
1572,-0.979381,-0.0172131,0.201287,0.296957,79093.3,102581
1573,-0.0201567,0.351037,0.936145,0.907965,20213.6,38566.7
1574,-0.378505,0.89771,-0.225499,0.63186,58622.9,95664.4
1575,0.542727,-0.777636,-0.317379,0.768121,64941.9,114825
1576,-0.162856,0.801112,-0.575931,0.803139,41754,75288.3
1577,-0.962537,-0.0671348,0.262707,0.310358,79574.9,104272
1578,-0.472569,-0.697802,0.538285,0.54542,59571.9,92063.6
1579,0.0788393,0.503902,0.860155,0.892906,28729.1,54381.4
1580,0.0432826,-0.09645,-0.994396,0.902041,14274.3,27150.3
1581,0.497107,-0.739712,0.453553,0.774382,61632.9,109360
1582,0.804836,-0.00641749,0.593462,0.703781,68162.5,116134
1583,-0.782077,-0.42018,0.460221,0.40331,76118.9,106818
1584,0.450118,0.800659,0.395397,0.791764,62644.7,112245
1585,0.100739,-0.951063,0.292115,0.890258,34668.9,65533.1
1586,0.0341461,-0.979789,0.197096,0.918407,29379.7,56362.2
1587,-0.0170919,0.909173,-0.416068,0.92159,32199.1,61873.5
1588,0.156716,0.162206,-0.974233,0.827228,25379,46373.2
1589,-0.895874,-0.350633,0.272886,0.365564,81664.1,111518
1590,0.4378,0.510234,0.740265,0.77848,55928.4,99467.5
1591,-0.952055,-0.138246,-0.272908,0.323181,80613.7,106667
1592,0.875452,0.475181,-0.0882412,0.72558,83426,143958
1593,0.82666,0.440999,0.349506,0.729652,80854.5,139850
1594,0.851027,0.402776,-0.336935,0.725181,81449.8,140516
1595,0.995273,-0.0588355,0.0772714,0.691134,79923.8,135162
1596,-0.407381,-0.190032,-0.893268,0.497036,44418.6,66496.2
1597,0.55196,0.533307,0.641034,0.763392,64684.3,114064
1598,-0.096752,0.572082,-0.81447,0.855821,31700.3,58830.1
1599,0.0669157,0.995898,0.0609088,0.909687,35689.5,68155.8
1600,-0.397606,-0.811201,-0.428792,0.595967,55569.6,88687.2
1601,-0.148908,0.987108,-0.0586858,0.821256,41864.2,76245.4
1602,0.155912,0.491903,-0.856576,0.854873,34229.2,63490.8
1603,-0.949372,0.00501705,-0.314113,0.302704,77374.1,100796
1604,0.683568,-0.417013,0.599028,0.736765,69217.8,120215
1605,0.122247,0.969462,0.212599,0.885137,40526.6,76398.3
1606,-0.998884,-0.035526,-0.0311372,0.289596,79619.4,102677
1607,0.833821,-0.508686,0.21443,0.726721,79977.5,138099
1608,0.223595,-0.490177,-0.842456,0.823674,37123.6,67701.4
1609,-0.544893,0.0381787,-0.837636,0.404069,51043.2,71668.2
1610,-0.868302,-0.415956,0.270245,0.379885,81143.4,111969
1611,-0.0897012,-0.981816,0.167305,0.86992,33551.5,62738.7
1612,0.235022,-0.667262,-0.706772,0.830286,41386.5,75749
1613,-0.935389,0.226452,-0.2716,0.346342,82571.7,111170
1614,0.965223,0.257974,-0.0423453,0.704898,83521.1,142395
1615,-0.491336,0.835082,-0.247441,0.565024,65787.7,102959
1616,0.865106,0.428675,0.26044,0.725172,82719.1,142705
1617,0.874796,0.451651,-0.17534,0.724963,83405.9,143872
1618,-0.259006,-0.696088,0.669609,0.690583,43889,74198
1619,0.916937,-0.342261,0.205142,0.71199,82142.4,140627
1620,0.673504,-0.433951,-0.598398,0.738461,68768,119550
1621,0.817149,-0.554878,-0.156132,0.729547,79327.5,137201
1622,-0.0616609,-0.696987,-0.714427,0.892545,28691.8,54300.6
1623,-0.599276,0.674838,-0.430652,0.505794,71001.4,106913
1624,-0.302465,0.805036,0.510325,0.68109,52357.3,88017.4
1625,-0.222047,0.972381,0.0719077,0.7524,47288.5,82868.4
1626,0.55151,0.782075,0.290165,0.774909,69099.2,122645
1627,-0.248969,0.812786,-0.526682,0.724525,48450.4,83553.9
1628,0.16785,0.914766,-0.367465,0.867299,43726,81649.5
1629,-0.899063,0.0606213,0.433601,0.325872,76173.1,100996
1630,-0.470473,-0.399293,0.786906,0.50573,53932.6,81208
1631,0.288201,0.957265,-0.0241619,0.829381,51495.2,94204.4
1632,-0.302804,0.919633,-0.250169,0.685966,53545.8,90276.4
1633,-0.513145,0.29404,0.806364,0.47712,56097.8,82863.1
1634,0.196094,0.531944,0.823762,0.841733,38418.4,70756.3
1635,-0.397084,-0.0166361,0.917631,0.466269,39528.9,57960.1
1636,-0.0833244,0.338914,0.93712,0.85101,24818.5,45939.3
1637,0.601021,-0.296827,0.74207,0.736615,60935.3,105821
1638,0.961506,-0.0870598,-0.260627,0.696363,79549.2,134944
1639,-0.303537,-0.729225,-0.613267,0.655765,47653.1,78902.4
1640,0.141066,0.289953,0.946587,0.845798,27905.2,51507.3
1641,-0.0294104,0.566707,-0.823395,0.91302,26325.7,50361.5
1642,-0.869774,-0.378167,0.316992,0.375733,80697.8,111019
1643,-0.19556,0.071862,0.978055,0.663521,25958.9,43183.2
1644,-0.687852,-0.436994,-0.579565,0.43037,70090.3,100255
1645,-0.781333,0.498218,-0.375896,0.426126,79526.1,113414
1646,0.515313,-0.129375,0.84718,0.733892,50871.9,88206.4
1647,-0.979142,-0.14586,0.141442,0.315497,81842.1,107663
1648,0.196053,0.84185,-0.502844,0.856104,44885.3,83311.9
1649,0.361717,-0.551688,-0.751532,0.789628,48713.7,87179.3
1650,0.0491361,0.953474,-0.297444,0.914576,35021.5,67051.3
1651,-0.540073,0.188946,-0.820135,0.441395,55048.3,79346.3
1652,0.0950647,0.964654,-0.245775,0.896375,38507.6,73024.9
1653,-0.795747,-0.28562,0.534049,0.381015,74394.7,102740
1654,-0.0911981,0.324024,0.941643,0.839959,25028.3,46051.1
1655,0.954841,-0.117526,0.272887,0.698285,79951.3,135780
1656,-0.481986,-0.757752,0.439889,0.545531,60992.6,94266
1657,-0.185286,-0.79896,0.57213,0.768785,39884,70546.3
1658,-0.219069,-0.479974,-0.84949,0.702613,36659.4,62416.9
1659,0.197976,-0.0510403,0.978877,0.802997,25217,45466.1
1660,0.105071,-0.742156,-0.66194,0.886324,32765.9,61807.1
1661,0.505772,0.681687,-0.528675,0.77803,64486.5,114659
1662,-0.0284624,-0.00948489,-0.99955,0.914589,10951.9,20968.4
1663,0.211877,0.942719,0.257661,0.852011,47113.9,87255.5
1664,0.890364,0.0712095,-0.449645,0.702338,75511.9,128547
1665,-0.805404,-0.590856,-0.0470588,0.407074,78735.2,110786
1666,-0.0123242,-0.109164,-0.993947,0.911979,12181.5,23290.8
1667,-0.330037,-0.463251,0.82248,0.602338,44843,71853.7
1668,0.107259,-0.130596,-0.985617,0.854051,20069.6,37210.1
1669,-0.939642,0.341872,-0.0140158,0.356312,84191.3,114190
1670,0.024957,-0.898913,-0.437416,0.921157,28605,54954.6
1671,-0.116302,0.0308748,-0.992734,0.772484,18478.7,32753.2
1672,-0.969135,0.245718,-0.0200053,0.334503,83668,111655
1673,0.31989,-0.852648,-0.413113,0.81219,50259.3,91079.5
1674,0.478688,-0.868069,0.131583,0.778662,60692,107951
1675,0.749049,-0.662506,0.00335079,0.738273,75459.8,131170
1676,0.868454,0.414488,-0.272005,0.724072,82612.9,142431
1677,-0.147573,0.91354,0.379035,0.822227,42321.2,77118.9
1678,-0.103074,-0.0372693,-0.993975,0.794606,17473.6,31358.3
1679,0.243878,-0.38401,-0.890539,0.808576,36405.7,65842.5
1680,-0.649818,0.403002,-0.644458,0.448958,68612.2,99416.2
1681,0.720296,-0.68947,-0.0761872,0.742897,74518.8,129879
1682,-0.254884,0.893159,-0.370543,0.723926,50007,86208.5
1683,-0.169041,-0.975454,-0.141119,0.788063,39372.8,70401.1
1684,-0.056256,0.698192,-0.713697,0.899637,31456.4,59755.7
1685,0.702527,0.585099,-0.40511,0.749077,75906.9,132767
1686,-0.438289,0.71369,0.546398,0.584105,60589.8,95980.7
1687,0.365801,0.857232,-0.362413,0.809588,57418.6,103904
1688,-0.67929,-0.00582612,-0.733847,0.356374,59719.4,81001.8
1689,0.805602,0.539928,-0.243894,0.736159,81234.9,141037
1690,-0.0170409,-0.904953,-0.425169,0.921276,28043.9,53880.1
1691,-0.760898,-0.252012,0.597933,0.383632,71351.2,98723.7
1692,0.075579,-0.177116,0.981284,0.876837,18893.9,35460.8
1693,-0.886229,0.326091,0.329034,0.374889,82242.6,113074
1694,-0.665925,0.704599,0.245121,0.483023,75594.4,112108
1695,0.6628,-0.458011,-0.592387,0.740877,68495,119241
1696,-0.92562,0.14565,0.349305,0.335531,80087.2,106959
1697,0.411228,0.0679723,0.908995,0.745796,42014.4,73348.5
1698,0.768766,0.437626,-0.46635,0.734641,77168,133859
1699,-0.449106,0.363283,-0.81629,0.52113,53111.9,80790.2
1700,-0.862937,-0.0532103,0.502501,0.329708,73466.5,97689.1
1701,0.748786,0.543934,0.378755,0.742455,78117.3,136116
1702,0.951414,0.299862,-0.0699596,0.708896,83935.5,143437
1703,0.358264,0.869996,0.338754,0.81154,57064.1,103374
1704,0.519012,-0.722488,0.456768,0.770533,62932.3,111424
1705,0.622254,-0.781855,0.0387601,0.756061,68906.2,121004
1706,-0.643477,0.0309752,0.764838,0.37351,58067.6,79756.4
1707,0.815485,-0.0239238,-0.578284,0.704247,69222.8,117973
1708,-0.0778391,-0.921762,-0.379862,0.881472,32863.7,61832.2
1709,0.213027,0.0636725,0.974969,0.79785,26970.1,48488.3
1710,-0.105748,-0.279419,-0.954328,0.811937,23528.9,42632.9
1711,0.787549,0.597832,-0.149545,0.739931,80765.2,140526
1712,-0.977008,-0.00290339,0.213183,0.294785,78644.3,101827
1713,-0.138564,0.487018,0.86233,0.802272,32963.3,59408.9
1714,0.251995,0.355551,0.900046,0.807898,38141.6,68956.2
1715,-0.382579,-0.879598,-0.282737,0.607686,54897.1,88257.3
1716,0.632053,-0.41233,0.656119,0.741383,65566.4,114176
1717,0.230927,0.656142,-0.718436,0.837077,43855.5,80565.8
1718,0.797929,0.273178,0.537293,0.721453,75185.9,129429
1719,-0.619482,-0.644241,-0.448548,0.476974,68900.4,101764
1720,0.473518,0.239964,0.847466,0.74979,51519.8,90148.8
1721,0.861011,-0.382935,-0.334695,0.719309,79878.9,137336
1722,0.958837,-0.282604,-0.0276703,0.703978,82357.3,140335
1723,0.443942,0.893067,-0.0731269,0.793895,62147.8,111487
1724,0.176203,-0.977715,-0.114132,0.857972,39691.7,73746
1725,-0.334487,-0.186886,0.923684,0.54604,39011.1,60312.6
1726,0.443674,-0.41894,-0.792239,0.765091,52072.9,91913.4
1727,0.570149,0.437221,-0.695534,0.754148,63582.2,111533
1728,-0.189199,-0.359662,0.9137,0.718022,31924.9,54847.7
1729,0.817344,0.0788947,0.570723,0.707881,71151.1,121518
1730,0.0840356,0.907583,0.411377,0.901078,37396.7,71094.1
1731,-0.378695,0.818,-0.432974,0.62856,58000.8,94457.7
1732,-0.47451,0.752641,0.456477,0.568923,63829.4,100143
1733,0.0343312,0.603215,0.796839,0.916012,27690.8,53055.9
1734,-0.554254,0.748784,0.363489,0.531128,69173.9,105914
1735,0.384289,-0.907768,-0.168164,0.79705,54620.8,98156.3
1736,0.763893,0.554499,0.33015,0.741347,79195.7,137907
1737,0.479777,-0.209309,-0.852058,0.743327,50049.4,87252.5
1738,0.992377,-0.093143,0.0806991,0.692758,80602.9,136441
1739,0.758884,0.18554,0.624235,0.718149,70251.5,120703
1740,0.372779,0.77044,0.517163,0.805703,56745.1,102465
1741,-0.0266514,-0.913496,-0.405973,0.918191,28854,55347.5
1742,-0.524429,0.149486,-0.838229,0.438147,52786.9,75915.4
1743,-0.612443,0.754464,-0.236003,0.506302,72778.7,109627
1744,0.639702,-0.54066,-0.546322,0.747664,68409.7,119557
1745,0.109435,0.351366,0.92982,0.867196,27135.4,50667.1
1746,0.86295,0.379786,0.333286,0.722896,81709.8,140777
1747,0.933409,-0.305049,-0.188924,0.708588,82310.8,140635
1748,-0.095678,0.377847,0.920911,0.840298,26819.1,49355.2
1749,0.34593,0.919983,-0.184294,0.814579,56242.3,102056
1750,-0.38565,0.13678,0.91245,0.505429,42273.1,63639.1
1751,-0.676837,0.496841,-0.543176,0.456191,72696.3,105860
1752,0.63088,0.292838,-0.718496,0.736362,64181.3,111442
1753,-0.946778,0.131891,-0.293624,0.327651,80810.4,107288
1754,-0.294521,-0.842771,0.450548,0.671401,48532.2,81116.7
1755,-0.684677,-0.595636,0.420041,0.450625,72601.7,105318
1756,-0.241266,0.937449,-0.25096,0.736287,49255,85520.9
1757,0.934976,0.346351,-0.0765597,0.713142,84104.6,144083
1758,0.754902,-0.448021,0.478957,0.732056,74546.2,129118
1759,-0.567441,-0.750282,-0.339246,0.504976,66593.5,100222
1760,0.286894,0.868242,0.404781,0.829022,52005.4,95119
1761,0.084407,0.192982,-0.977565,0.870886,20683.3,38696.1
1762,-0.0514334,-0.172055,0.983744,0.876731,16920.7,31755.7
1763,0.944067,0.326065,0.04919,0.710947,83980.5,143686
1764,-0.00549901,0.398697,0.917066,0.911866,20330.4,38869
1765,0.162649,0.968872,0.186635,0.869343,43441.2,81206.6
1766,0.487198,0.00770432,-0.873257,0.729167,45697.4,79018.4
1767,-0.540419,-0.648504,0.536088,0.508942,63623.1,96003.7
1768,-0.0937593,0.778641,-0.620426,0.869575,36029.2,67359.3
1769,0.873635,-0.419209,0.247033,0.719604,81085.2,139434
1770,0.45148,0.548248,0.703981,0.778898,57826.7,102868
1771,0.611848,0.645194,-0.457567,0.762106,71073.8,125240
1772,-0.878525,-0.437709,-0.191322,0.377986,81791.6,112708
1773,-0.771678,0.632276,0.0688467,0.438443,80204.7,115370
1774,-0.432723,0.166151,-0.886084,0.484134,46491.4,68999.4
1775,0.527671,0.830114,0.180206,0.779101,67731.8,120502
1776,-0.698543,-0.512108,-0.499783,0.437061,72170.9,103714
1777,0.866096,0.366059,-0.340409,0.721722,81552.9,140411
1778,0.261102,0.556547,-0.788721,0.821497,43815,79808.9
1779,-0.0561064,-0.0334235,0.997865,0.875671,13870.8,26017
1780,0.898135,-0.164093,-0.407954,0.705083,77813.9,132679
1781,0.774392,-0.3263,0.542076,0.723692,73506.3,126702
1782,-0.542832,-0.289792,0.78826,0.454369,56831.9,82654.5
1783,0.188422,0.772452,-0.606477,0.856791,43081.7,79993.8
1784,0.481085,-0.314108,0.81847,0.751844,52665.9,92262.3
1785,0.667067,0.691465,0.277305,0.75715,75292.3,132300
1786,0.126208,0.176911,0.976102,0.845001,23601.1,43544
1787,-0.596292,0.150836,-0.788469,0.413204,58049.5,82035.8
1788,-0.24971,0.803303,-0.540693,0.723206,48342.3,83303.8
1789,-0.400555,0.804916,0.437796,0.614327,59431.4,95941.8
1790,0.37314,0.850915,-0.369744,0.807877,57864.2,104611
1791,-0.170444,0.777197,-0.605733,0.794305,41883.8,75152.3
1792,0.24838,-0.168922,0.95382,0.789287,31947.7,57163.6
1793,-0.295592,-0.584832,0.755378,0.646937,44662.3,73556.1
1794,-0.217585,-0.971835,-0.0905156,0.739174,42663.9,74199.9
1795,-0.157961,0.616221,0.77157,0.794535,37587.2,67451.6
1796,0.743844,0.664218,-0.0742391,0.746605,78707.8,137471
1797,-0.823953,0.417861,0.382744,0.404259,80573.8,113147
1798,0.75193,0.551825,-0.360682,0.742382,78389.6,136585
1799,-0.070225,0.374153,0.924704,0.86912,24741.8,46245.5
1800,0.255587,-0.70482,0.661743,0.825659,43670.2,79726.9
1801,-0.649175,-0.608651,-0.456196,0.463199,70388.7,102993
1802,0.686548,0.0645823,0.724211,0.716028,61827.1,106097
1803,-0.427324,0.87218,0.23811,0.601333,61832.5,99014.3
1804,0.661404,0.43293,0.612467,0.744421,69970.8,122058
1805,-0.651463,-0.471001,0.594772,0.446644,68319.4,98833.8
1806,-0.592582,-0.111478,-0.797759,0.401343,56148.5,78683.3
1807,0.0925102,-0.994234,0.0542202,0.895582,33075.2,62696.7
1808,-0.499579,0.575933,-0.647087,0.534707,62033.5,95203.2
1809,0.0743358,-0.601882,-0.795117,0.897555,27913,52966.5
1810,0.0513626,-0.458619,-0.887148,0.903772,23241.4,44246.3
1811,0.43382,-0.817392,0.379039,0.786969,58028.5,103695
1812,-0.592982,0.535004,0.601783,0.49063,67845.6,101133
1813,-0.105212,0.841275,0.530271,0.860885,38127.2,70950.4
1814,0.229781,-0.481046,-0.846047,0.820867,37404.3,68108.3
1815,0.318423,0.385638,0.865962,0.792336,43941.6,78758
1816,-0.550332,-0.0191199,0.834727,0.397258,50912.4,71137.8
1817,0.184517,-0.972925,0.139176,0.854649,40452.3,75024.8
1818,0.0740601,0.854821,0.513611,0.905062,35913.6,68417.6
1819,-0.0294988,-0.497378,-0.867032,0.910394,22364.3,42724.7
1820,0.0968777,-0.971087,0.218183,0.891937,34240.4,64780.7
1821,0.322486,0.0529854,-0.94509,0.762019,34799.5,61317.4
1822,-0.762515,-0.579454,-0.287757,0.424264,77116.5,109834
1823,0.782989,-0.152027,0.603172,0.712769,70256.5,120333
1824,-0.240721,0.235154,0.941677,0.646757,34100.2,56154.8
1825,-0.487474,-0.460476,0.741843,0.507717,56440.8,85096.7
1826,-0.862861,-0.235167,-0.4474,0.357966,77562.2,105327
1827,0.217378,0.923701,-0.315473,0.850152,47423.1,87740
1828,0.74107,0.322137,0.589103,0.729417,72662.7,125664
1829,-0.139064,-0.548956,0.824202,0.800086,32047.3,57687.9
1830,-0.331852,-0.500939,-0.799333,0.60601,45627,73277.3
1831,-0.414427,0.893768,-0.171551,0.608683,60868.2,97917.6
1832,-0.865161,0.234556,-0.44326,0.364397,78755.2,107453
