sample,kx,ky,kz,q,A_proj,force_factor
41018,-0.918642,-0.372512,0.131651,0.35951,82791.9,112556
41019,0.855804,0.466624,0.223296,0.727815,82812.6,143085
41020,-0.236846,0.971459,0.0130657,0.738274,47915.3,83289.9
41021,0.0917989,0.993442,-0.0681557,0.899109,37611.9,71429.2
41022,0.589673,-0.734404,-0.336059,0.760755,67664.3,119140
41023,-0.542363,0.303441,0.783432,0.467262,58477.1,85801.3
41024,-0.0263333,0.846094,-0.532382,0.919184,32015,61442.6
41025,-0.822025,-0.125254,-0.555506,0.348835,72465.8,97744.4
41026,0.0805302,0.73694,-0.671144,0.900485,34133.5,64870.3
41027,0.691877,-0.701719,-0.169992,0.746837,73406.6,128229
41028,-0.469996,-0.775844,-0.420916,0.552475,60285.4,93591.6
41029,-0.0226699,-0.955033,-0.295633,0.919271,28666.1,55018
41030,-0.811405,-0.572337,0.118541,0.406394,79357.8,111608
41031,0.965439,0.087846,0.245378,0.696937,80182.5,136065
41032,0.0183656,-0.0733477,0.997137,0.918387,11912,22851.9
41033,0.277015,0.94534,0.17203,0.832238,51542.6,94438.4
41034,-0.256607,0.566921,0.782786,0.692311,43949.4,74376.1
41035,0.00855566,0.0284725,0.999558,0.927725,10150,19566.5
41036,0.451074,0.243976,0.858492,0.753372,49982.1,87637.2
41037,0.440646,0.831922,-0.337249,0.794092,62291.6,111757
41038,-0.740292,-0.0737475,0.668229,0.357573,65788.8,89313.1
41039,0.598128,0.625151,-0.501427,0.762811,69771.4,122994
41040,0.597147,-0.716761,-0.360095,0.759396,68001.6,119642
41041,0.165384,-0.345892,-0.923584,0.835975,29580.6,54309.2
41042,-0.458506,0.575285,-0.677362,0.554632,59045,91793.2
41043,0.654839,-0.656437,0.374535,0.750798,71147.9,124566
41044,-0.83423,0.302901,0.460773,0.383793,78598.6,108764
41045,0.886204,0.337128,-0.317784,0.718195,82062.3,140999
41046,-0.528904,-0.63596,0.561974,0.512591,62622,94721.5
41047,-0.540826,0.600109,0.589387,0.520571,65599.5,99748.8
41048,0.783405,-0.177273,0.595693,0.714128,70868.9,121478
41049,0.849349,0.409444,0.33311,0.725805,81537.1,140717
41050,0.38501,0.911189,-0.146638,0.805788,58711.7,106021
41051,-0.62748,0.489984,0.605132,0.471519,69230.6,101874
41052,-0.642622,-0.764877,-0.0447284,0.469972,70373.4,103447
41053,0.460953,0.226528,-0.858026,0.749881,50095.5,87661.3
41054,0.0723462,-0.62502,0.777249,0.899437,28314.3,53781.2
41055,-0.068908,0.908665,-0.4118,0.893448,36217.1,68575.2
41056,0.0146545,0.995443,0.0942285,0.923762,31880.5,61330.5
41057,-0.812261,0.574111,0.103096,0.422013,81939.1,116518
41058,-0.35555,-0.532426,0.768184,0.594453,48144,76763.3
41059,-0.230075,0.410816,0.882211,0.692646,38031.3,64373.5
41060,0.8559,-0.45841,-0.239365,0.722768,80598,138852
41061,0.0952815,-0.161339,-0.982289,0.86263,19890.5,37048.6
41062,-0.222275,0.473908,0.852059,0.710769,39055,66814
41063,0.100036,0.551062,-0.828447,0.884546,31403.7,59181.7
41064,-0.88364,-0.0252272,-0.467486,0.320204,74005.2,97702.1
41065,-0.149014,0.153099,-0.976911,0.738232,24587.6,42738.9
41066,-0.597408,0.309985,0.739604,0.448648,62618.6,90712.3
41067,-0.334123,0.102227,-0.936969,0.531026,37257.6,57042.3
41068,-0.330088,-0.681247,-0.65341,0.630708,48853.9,79666.5
41069,0.768133,0.605411,-0.208445,0.74253,79975.5,139360
41070,0.435629,0.327175,-0.838561,0.763111,50977.5,89879
41071,-0.589319,-0.644407,-0.487281,0.488263,66864.1,99511.3
41072,0.118447,-0.921985,0.368666,0.882372,35970.6,67710.1
41073,-0.492222,-0.870054,0.0269069,0.538382,61099.4,93994.3
41074,-0.460897,-0.719521,0.519484,0.553425,59047.4,91725.7
41075,-0.0304562,-0.222259,0.974512,0.898611,16475.2,31280
41076,0.704066,-0.67767,-0.21226,0.745138,74103.3,129321
41077,0.0612159,0.158111,-0.985522,0.885441,17890.7,33731.9
41078,0.556459,-0.808657,0.19086,0.766149,65762.7,116147
41079,0.33316,0.942859,0.00470247,0.817391,54410.3,98884.9
41080,0.00126737,0.384754,0.923018,0.91028,19629.8,37498.4
41081,-0.422371,0.644683,0.63717,0.584626,58048.8,91985.6
41082,-0.82952,-0.343397,-0.440426,0.381103,77647.4,107239
41083,-0.557001,0.703634,0.441191,0.526101,68702.9,104848
41084,-0.461728,-0.556744,0.690539,0.534513,56433.5,86598
41085,0.818968,-0.178957,0.545221,0.711752,73254.6,125394
41086,-0.675507,-0.250307,-0.693568,0.40368,65321.7,91690.8
41087,-0.0387572,-0.109724,0.993206,0.893144,14415.7,27291
41088,-0.750662,0.659821,0.0338146,0.446076,79079.8,114355
41089,-0.422741,-0.0726647,-0.903333,0.463404,42714.1,62508
41090,0.0787935,0.763967,0.640426,0.90187,34646.7,65893.6
41091,-0.152731,-0.948392,0.277894,0.805728,38602.8,69706.1
41092,0.754567,0.466817,0.461206,0.737827,76962.4,133747
41093,-0.00679427,-0.941508,0.336923,0.921834,27475.1,52802.6
41094,-0.575012,0.266223,-0.773619,0.446175,59720.8,86366.7
41095,-0.0672515,-0.410224,-0.909502,0.872635,23464.5,43940.5
41096,0.150661,-0.129291,-0.980094,0.827759,23380.3,42733.5
41097,0.944676,0.232302,-0.231567,0.706445,82748.4,141206
41098,0.16512,-0.977245,0.133143,0.862282,38995.2,72620
41099,-0.392082,0.325653,0.860362,0.54632,48006.1,74232.8
41100,-0.118517,-0.300638,-0.946346,0.797289,25005.7,44942.5
41101,0.283925,0.200398,0.937671,0.783252,36297,64726.8
41102,-0.125676,-0.314564,-0.94088,0.789562,25877.1,46308.7
41103,0.392416,0.830393,-0.395546,0.803395,58972,106350
41104,0.481624,-0.249631,0.840073,0.74668,51248.4,89514.6
41105,0.224841,0.893392,0.388969,0.847561,47777.1,88271.1
41106,0.248016,0.821463,-0.513504,0.8388,48422.5,89039.3
41107,-0.603801,-0.786457,0.130041,0.488514,68618.4,102139
41108,0.0502372,-0.0929245,-0.994405,0.897456,14727.7,27945.2
41109,-0.862385,-0.259761,-0.43453,0.361731,78043.5,106274
41110,-0.227943,0.730229,0.644055,0.736671,45410,78862.2
41111,-0.67823,-0.710628,-0.187114,0.458498,72992.4,106459
41112,0.61732,-0.567936,0.544394,0.751643,67423.4,118102
41113,-0.163461,-0.887405,-0.431037,0.79424,39145,70235.4
41114,-0.572352,0.652644,-0.496456,0.513901,68777.6,104122
41115,0.666898,-0.395235,-0.631693,0.736722,67545.9,117308
41116,0.371348,0.512711,-0.774098,0.79081,50986.2,91306.6
41117,-0.942505,-0.324832,0.0785454,0.346341,82990.6,111734
41118,-0.375668,-0.0358264,0.926061,0.484659,38409.6,57025.2
41119,-0.371956,-0.771098,-0.516776,0.609781,53277.3,85764.8
41120,-0.818589,-0.437636,-0.372003,0.395488,78614.5,109706
41121,0.375908,0.775982,0.506504,0.805251,57064.1,103015
41122,-0.597352,-0.724174,-0.34459,0.491229,68321.4,101883
41123,0.290408,-0.938455,0.186993,0.820142,48257.7,87835.8
41124,-0.876278,0.272059,-0.397644,0.368399,80368.9,109977
41125,-0.916922,0.315477,0.244395,0.364874,83603.7,114108
41126,-0.583151,-0.261824,-0.769014,0.433542,59002,84581.9
41127,-0.807124,-0.332498,-0.487849,0.384835,76012.3,105264
41128,-0.927351,0.170152,0.333269,0.339378,80821.3,108250
41129,0.21752,-0.362699,-0.906165,0.815952,33935,61624.4
41130,0.598555,-0.203964,-0.774681,0.729865,58536.3,101260
41131,0.185524,0.500757,-0.845472,0.843287,36714.6,67675.5
41132,-0.48954,0.6573,0.572981,0.551171,63149.3,97955.4
41133,0.740107,0.613377,-0.2757,0.74607,78595.7,137234
41134,0.762967,0.646103,0.0207947,0.743494,79207.3,138097
41135,-0.857819,-0.128859,0.497536,0.34291,74952.8,100655
41136,0.803856,0.553975,-0.216626,0.736823,81289.6,141186
41137,0.509484,-0.830493,-0.225183,0.773628,62912.4,111583
41138,-0.657103,-0.31945,-0.682764,0.420841,65549.7,93135.8
41139,-0.00229804,-0.885493,-0.464648,0.921966,26724,51362.6
41140,-0.623262,0.118474,0.772987,0.398857,59180.4,82785
41141,-0.822046,0.511149,0.250932,0.415688,82090.7,116215
41142,-0.575356,0.399067,-0.713941,0.473248,63235,93160.9
41143,-0.567546,0.174351,-0.804669,0.428074,56636.1,80880.5
41144,0.664758,0.44779,-0.597981,0.744891,70464,122952
41145,-0.674463,0.313128,-0.668619,0.424792,68051,96958.5
41146,-0.909225,-0.259635,-0.325423,0.350827,80793.9,109139
41147,-0.296216,-0.585519,0.754602,0.646512,44722.2,73635.7
41148,0.0876694,0.916972,-0.3892,0.899555,37712.6,71637.1
41149,-0.15484,0.18643,0.97019,0.737102,26136.9,45402.4
41150,0.829627,0.388177,0.401294,0.726423,79945.5,138020
41151,-0.541277,-0.700945,-0.46443,0.513001,64340.5,97347.3
41152,0.581339,-0.727815,0.363772,0.761863,67135,118283
41153,-0.912287,0.346306,-0.218642,0.369958,83911.1,114955
41154,-0.0838879,-0.977298,-0.194556,0.875487,33185.3,62238.7
41155,-0.0825363,-0.812826,0.57663,0.876048,32207.3,60422.4
41156,-0.096885,-0.807002,0.582547,0.861615,33236.6,61873.7
41157,0.693971,-0.100169,0.713001,0.71633,62926,108002
41158,0.40034,-0.139202,-0.905732,0.750104,42508.8,74394.8
41159,-0.582696,-0.758465,-0.291884,0.49867,67598.9,101308
41160,0.236091,-0.614085,0.753101,0.827456,40619.2,74229.8
41161,0.319935,-0.947405,0.00808713,0.811751,49249,89227
41162,-0.130763,-0.575896,0.806997,0.812064,31934.7,57867.7
41163,-0.663203,0.330998,-0.671269,0.431494,67726.3,96949.8
41164,-0.332752,-0.720927,-0.607899,0.632736,49690.2,81131
41165,-0.824879,0.254835,0.504613,0.377441,76797.7,105784
41166,-0.963614,-0.147863,0.222678,0.321412,81374.7,107530
41167,-0.543133,0.804663,0.23984,0.538817,68913.1,106045
41168,0.850967,-0.509645,0.12695,0.724583,80586.6,138978
41169,-0.97795,-0.202869,0.0495784,0.320618,82411,108833
41170,0.274452,0.173359,-0.945845,0.782898,34671.7,61816
41171,0.960815,0.265332,0.0802155,0.706086,83731,142852
41172,-0.770596,-0.13419,-0.623037,0.36079,69227.5,94204
41173,-0.480028,-0.509469,-0.714153,0.517961,56759.7,86159
41174,-0.501335,-0.797928,0.334626,0.537832,62629.4,96313.6
41175,-0.00802369,-0.249474,0.968348,0.907493,15354.9,29289.4
41176,0.295328,-0.707957,-0.641544,0.814127,46583.6,84508.7
41177,-0.770524,-0.462456,-0.438666,0.41103,76038.4,107292
41178,0.610461,-0.788952,0.0699461,0.757901,68435.2,120302
41179,-0.918773,0.337387,-0.205003,0.366801,84036.7,114861
41180,-0.507779,0.342578,0.790443,0.489814,56998,84916.4
41181,-0.119537,0.190516,0.974379,0.785831,23523.3,42008.6
41182,0.1869,-0.0287555,-0.981958,0.806375,23660.8,42740.4
41183,0.465459,-0.869701,0.16422,0.781098,59981.8,106833
41184,-0.564768,0.315892,-0.762397,0.460507,60314.1,88089.3
41185,0.776302,-0.360722,0.516948,0.725533,74317.4,128237
41186,0.502138,-0.736117,-0.45386,0.773347,61868.1,109714
41187,-0.0896326,0.988759,0.119672,0.876651,37793.7,70925.6
41188,0.893931,0.0833675,0.440382,0.702835,76144.1,129661
41189,0.465259,0.75032,-0.469632,0.787398,62883.9,112399
41190,0.0876602,0.146943,0.985253,0.867951,19767.7,36925.2
41191,0.92675,0.131165,-0.352037,0.702492,79329.2,135057
41192,-0.141229,-0.392662,-0.908775,0.779727,28820,51291.7
41193,0.544712,0.833736,0.0904043,0.776304,68397.1,121494
41194,-0.562704,0.31164,0.765666,0.461261,60167.8,87920.9
41195,-0.783083,0.309142,0.53964,0.396873,75449.9,105394
41196,-0.43774,-0.340113,-0.83229,0.510745,50117,75714
41197,-0.595813,0.53681,-0.597362,0.489296,67993.8,101263
41198,0.495964,-0.866172,0.0613629,0.775527,61387.3,108995
41199,-0.224075,0.791546,0.568547,0.745133,46297.8,80795.8
41200,0.432088,0.8633,0.260795,0.796165,61957.5,111286
41201,0.840965,0.0492947,0.53884,0.704833,71831.6,122461
41202,0.00907085,0.916191,-0.400639,0.922669,31645.6,60844
41203,0.415055,-0.336409,0.845316,0.763826,48308.2,85207.2
41204,0.589361,-0.159252,-0.792018,0.727721,56823.7,98175.5
41205,0.773915,-0.616695,-0.144024,0.735701,77425.2,134387
41206,-0.793169,-0.605696,0.0633594,0.412321,78301,110586
41207,-0.219548,-0.337184,-0.915481,0.679576,33611.5,56453.1
41208,-0.16077,0.734082,-0.659754,0.800984,40286,72554.4
41209,-0.45743,0.872141,-0.173575,0.583397,63612.5,100724
41210,0.28701,0.158182,-0.944777,0.778056,35187.5,62565.3
41211,0.323234,0.418015,0.84899,0.794087,45144.2,80992.6
41212,0.389675,0.852321,0.348859,0.804495,59074,106599
41213,-0.485629,-0.261909,-0.834007,0.471817,51896.2,76381.7
41214,0.746007,0.0337,-0.665085,0.709771,64933.1,111021
41215,-0.577488,-0.801743,-0.153999,0.500386,67125.6,100714
41216,0.929271,-0.210955,0.303238,0.704887,80600.6,137415
41217,-0.747458,-0.509978,-0.42571,0.422708,75330.1,107173
41218,0.485702,-0.182725,0.854813,0.741037,49986.3,87028
41219,-0.963468,0.00852259,0.267689,0.300349,78233.4,101731
41220,-0.585602,0.742847,-0.32442,0.517046,71071.1,107818
41221,0.388719,0.845138,0.366932,0.804566,58939.3,106360
41222,0.661945,0.721341,-0.203706,0.758327,75124.3,132093
41223,-0.368152,-0.0549574,0.92814,0.494036,38325.6,57259.9
41224,-0.125325,-0.061681,-0.990197,0.759636,19812.3,34862.4
41225,-0.260801,0.963614,-0.0585776,0.718442,49944.7,85827
41226,-0.424211,-0.646535,0.634064,0.566078,55291.8,86591.4
41227,-0.398415,-0.257299,0.880377,0.517783,45455.4,68991.4
41228,-0.511883,0.842506,0.167807,0.554215,66974.8,104093
41229,-0.815883,0.357076,-0.454787,0.396704,78665.7,109873
41230,-0.377869,0.846155,-0.375814,0.630854,58297.7,95075
41231,0.0458514,-0.285593,0.957254,0.898953,19133.2,36333
41232,0.632952,-0.158343,0.757826,0.724229,60030.7,103507
41233,0.529001,0.400388,-0.74823,0.756233,59707,104859
41234,0.640409,-0.646023,-0.415367,0.752043,70044.3,122721
41235,-0.568135,0.00722488,0.822904,0.388553,51937.7,72118.2
41236,0.321001,-0.713675,-0.622597,0.807719,48574.6,87809.3
41237,-0.156263,-0.946751,0.281503,0.802099,38869.4,70046.5
41238,-0.979393,0.0515166,0.195281,0.304519,80151.6,104559
41239,-0.179068,0.933283,-0.311316,0.792521,44756.7,80227.4
41240,0.431873,-0.434356,0.790456,0.768526,51649,91342.6
41241,0.19363,0.952441,-0.235293,0.85815,45752,85014.1
41242,-0.789619,-0.304309,0.53282,0.385284,74379.9,103037
41243,-0.253034,-0.209588,0.944482,0.621702,33373,54121.1
41244,-0.365625,-0.7083,-0.603845,0.608443,51915.3,83502.8
41245,0.825375,0.214853,0.522106,0.715383,75445.8,129418
41246,0.97942,0.0188051,0.200955,0.691751,78816,133337
41247,0.321654,-0.210898,0.923071,0.772114,38478.4,68188.1
41248,-0.372536,-0.194121,-0.907488,0.51947,41906.9,63676.3
41249,0.491379,0.848114,0.198114,0.785267,65592.2,117100
41250,-0.0346998,0.69807,0.715188,0.913872,29880.6,57187.6
41251,-0.136742,-0.800648,0.583323,0.819562,36211.2,65888.6
41252,0.49851,0.481292,0.721003,0.766926,59635.2,105371
41253,0.880942,-0.448181,-0.151905,0.719534,81551.7,140231
41254,-0.210473,-0.97577,0.0597771,0.745821,41954.2,73244.5
41255,0.380805,0.255283,0.888717,0.766287,45093,79647.3
41256,0.0967171,0.816027,-0.569864,0.894888,36916.8,69953.2
41257,0.316006,0.606877,-0.729274,0.809983,49113.2,88894
41258,-0.295317,0.227096,0.928017,0.593968,38027.9,60615.2
41259,-0.291192,0.813372,-0.503621,0.690073,51588.5,87188.3
41260,0.609109,-0.763151,0.215838,0.758393,68929.9,121206
41261,0.158042,0.789876,0.592552,0.868839,41203.7,77003.1
41262,0.582585,0.151372,-0.798549,0.729505,56834.6,98295.7
41263,-0.763407,0.449189,-0.464154,0.424357,77392.7,110235
41264,-0.148451,0.546118,-0.82445,0.797287,35064.7,63021.4
41265,-0.682907,0.404653,-0.608189,0.439368,70953,102127
41266,0.849529,0.288361,0.441755,0.718465,78849.1,135499
41267,-0.51724,0.673837,-0.527643,0.539799,65350.7,100627
41268,0.562616,-0.13562,-0.815519,0.7288,54330.2,93926.1
41269,0.510844,-0.49327,-0.704076,0.760282,58470.5,102925
41270,-0.111816,-0.128184,-0.985427,0.786382,20408.5,36457.4
41271,0.212338,0.420981,-0.881866,0.82683,36720,67081.2
41272,-0.681046,0.131916,0.72026,0.38615,63667.7,88253
41273,0.243848,0.369375,0.896716,0.81179,37892,68652.3
41274,-0.00276826,0.813251,-0.581906,0.922294,29596.9,56893.9
41275,-0.866303,0.449624,0.217616,0.395855,83429.6,116456
41276,0.943973,0.30495,0.126174,0.71027,84002.8,143667
41277,-0.335699,-0.337569,0.879405,0.575999,42570.6,67091.2
41278,-0.723839,-0.113943,0.680495,0.368244,65628.7,89796
41279,0.464458,-0.865278,-0.188609,0.781311,59972.6,106830
41280,-0.904603,0.418388,-0.0815219,0.378441,84311.8,116219
41281,-0.359498,0.47362,-0.804018,0.596166,49287.1,78670.4
41282,0.309822,-0.127205,-0.942247,0.768132,35440.5,62663.4
41283,-0.0100659,-0.562583,-0.826679,0.918761,22160.5,42520.7
41284,-0.961484,-0.274585,0.012289,0.332405,82626.8,110092
41285,-0.682661,0.715348,-0.149165,0.476077,76381.3,112745
41286,-0.146152,-0.917448,0.370038,0.812677,38091.3,69047.3
41287,0.772142,-0.317017,-0.550724,0.723101,73084.9,125933
41288,-0.999443,0.0319091,-0.00973411,0.28868,79534.2,102494
41289,-0.0920269,-0.829853,-0.550341,0.866938,33077.2,61753
41290,-0.837895,-0.20584,0.505532,0.35928,75422.1,102520
41291,-0.400154,-0.444935,-0.801192,0.550957,49577.3,76892.2
41292,0.776896,0.607118,-0.166855,0.741478,80358.8,139943
41293,-0.90994,-0.314363,-0.270527,0.357386,81781.7,111009
41294,-0.443673,-0.374884,0.814012,0.515033,51438.7,77931.3
41295,0.241608,-0.456749,0.856158,0.81546,37923.2,68848.1
41296,0.661554,0.551988,-0.507598,0.751714,72579.5,127139
41297,-0.25498,-0.964587,-0.0675094,0.704058,45220.7,77058.6
41298,-0.999088,0.0415382,0.00985991,0.290764,79798.3,103001
41299,-0.564145,-0.651479,-0.507263,0.498879,65236.9,97782.3
41300,-0.561059,0.557707,0.611699,0.506231,66106.6,99571.8
41301,-0.84988,-0.069079,-0.522429,0.33423,72939.1,97317.5
41302,-0.666564,0.175738,-0.724437,0.398396,63774,89181.3
41303,0.893248,0.449311,-0.0150719,0.721919,83418.3,143640
41304,-0.314047,0.455386,-0.833065,0.625889,45415.7,73840.9
41305,0.772101,-0.352842,-0.528548,0.725221,73808.1,127335
41306,-0.503458,0.352918,0.788656,0.493856,56954,85081.1
41307,-0.457593,0.35277,0.816188,0.515515,53585.1,81209
41308,-0.552229,-0.188406,0.812125,0.431144,55187.8,78981.6
41309,0.0247026,-0.376685,-0.926012,0.91114,19396.6,37069.6
41310,0.476264,-0.791851,-0.382289,0.778883,60662.7,107912
41311,-0.693599,0.703446,-0.155195,0.47155,76933.6,113212
41312,-0.58838,-0.473631,0.655349,0.468222,63955,93900.2
41313,-0.0486711,0.928792,-0.367391,0.907811,34856.3,66499.2
41314,0.721331,0.301558,0.623493,0.72951,70798.7,122447
41315,0.113876,-0.430705,-0.89528,0.867943,27481.6,51334
41316,0.777487,-0.297537,-0.554063,0.721515,73033.5,125728
41317,0.473306,-0.538289,0.697299,0.768775,56735.1,100352
41318,-0.00330273,0.331135,-0.943578,0.908082,18213.1,34752
41319,0.584983,-0.0665597,0.80831,0.723505,54375.9,93717.1
41320,0.191533,-0.913437,-0.359093,0.852245,41325.3,76544.6
41321,0.307815,-0.484803,0.818667,0.79817,43488.2,78199.2
41322,-0.645163,-0.281049,0.710476,0.418462,63974.2,90744.9
41323,-0.342653,0.378374,-0.859897,0.589571,45574.9,72444.5
41324,0.105691,-0.708288,0.697967,0.885226,32360.7,61007.3
41325,-0.33859,0.826187,0.450301,0.656267,55312.3,91611.9
41326,-0.643427,-0.719591,0.261133,0.472882,71154.9,104803
41327,0.798856,-0.00983997,-0.601442,0.704193,67760.5,115477
41328,-0.320617,0.879537,-0.351597,0.671771,54599.4,91277.6
41329,-0.531399,0.692794,0.487494,0.536044,66766,102555
41330,-0.0278561,-0.952588,0.302985,0.917293,29119.2,55830
41331,-0.433571,-0.881696,-0.186086,0.574823,58135.9,91553.8
41332,0.196646,-0.953396,-0.228838,0.850143,41640.5,77040.8
41333,0.791205,0.412963,0.451062,0.731306,78118.3,135247
41334,0.0324821,0.427091,0.903625,0.910319,23173.7,44269.1
41335,-0.584175,-0.806891,-0.0875582,0.496045,67218.9,100562
41336,-0.0406107,-0.577374,-0.815469,0.906025,24841.9,47349.3
41337,0.285229,0.619721,-0.731156,0.818794,47110.8,85684.9
41338,-0.946124,0.282781,0.157747,0.350946,84166.6,113705
41339,0.935264,-0.313849,-0.163646,0.708689,82466,140909
41340,-0.859326,0.50987,-0.0399009,0.399999,83152.9,116414
41341,-0.813701,-0.574054,0.0913962,0.405057,79347.7,111488
41342,-0.00724256,-0.190682,-0.981625,0.90675,13758.9,26234.7
41343,-0.911178,0.0601447,-0.407599,0.322826,76824.2,101625
41344,0.378164,0.735007,0.562811,0.803123,56494.6,101867
41345,0.99711,-0.061188,0.0450369,0.690731,79849.2,135004
41346,0.94101,0.282294,0.186576,0.709582,83611.5,142941
41347,-0.105572,0.199111,0.974274,0.806397,22684,40976.3
41348,-0.891536,-0.312732,-0.327661,0.362098,80779.1,110029
41349,0.986984,-0.0555116,0.150932,0.692324,79827.1,135093
41350,0.0038308,0.65144,0.75869,0.920448,26428.4,50754.4
41351,-0.603402,-0.229885,0.763583,0.421821,59846.6,85091.2
41352,0.982211,0.182533,0.044087,0.698921,82601.9,140334
41353,0.816708,0.276357,0.506573,0.720235,76483.4,131570
41354,-0.756922,0.65346,-0.00769661,0.442358,79153.7,114168
41355,-0.773728,0.633189,-0.0204051,0.436067,79972,114845
41356,0.407407,-0.456647,-0.790881,0.774078,50190.6,89042.1
41357,0.218693,0.114101,-0.9691,0.797054,28731.4,51631.8
41358,-0.133766,-0.790933,-0.597103,0.822086,35758.1,65154.4
41359,-0.2954,-0.898526,-0.324637,0.672031,48888.8,81743.6
41360,-0.508642,-0.730658,0.455436,0.530569,62528.6,95704.4
41361,0.306727,0.537669,-0.785385,0.807557,46783.7,84564.1
41362,0.74628,0.626966,-0.223561,0.745725,79044.4,137990
41363,0.364863,0.820609,0.439859,0.80905,56967.6,103057
41364,0.179624,-0.140614,0.973634,0.814342,26024.5,47217.4
41365,0.288543,-0.661543,0.692174,0.814057,45402.7,82363.1
41366,-0.613861,0.560915,0.555472,0.486856,69864.6,103879
41367,0.00899192,0.904112,0.4272,0.922714,31566.2,60692.8
41368,0.253399,-0.704212,0.663231,0.826308,43496.5,79438.1
41369,-0.528646,-0.689062,-0.495709,0.517506,63310.4,96074
41370,-0.860954,0.442126,-0.251558,0.396635,83039,115975
41371,-0.770327,-0.540155,-0.338863,0.418995,77160.2,109490
41372,-0.340889,-0.804249,-0.486804,0.633565,51429.6,84013.5
41373,-0.400666,-0.894519,-0.19825,0.595244,55982.1,89305.1
41374,-0.621915,-0.718699,0.310955,0.481432,69872.6,103512
41375,0.413593,-0.681696,0.603515,0.786482,54921.5,98116.3
41376,-0.915677,0.248384,-0.315977,0.355018,82059.1,111192
41377,-0.829256,0.502846,0.243886,0.412644,82346.6,116326
41378,-0.863348,-0.405475,0.300369,0.380332,80746.7,111457
41379,-0.587928,0.17029,-0.790786,0.420299,57997,82373.1
41380,0.760479,-0.542775,-0.356466,0.735527,76289.6,132403
41381,0.508393,0.228966,-0.830127,0.743845,53638.6,93537.4
41382,-0.000148415,0.951229,-0.308485,0.921392,31220.5,59986.9
41383,-0.804564,0.0797446,0.588488,0.348136,70662.9,95263.2
41384,-0.734291,-0.677393,-0.0442195,0.43405,75335.3,108035
41385,0.509176,-0.818153,-0.267142,0.7737,62929.1,111617
41386,0.554631,0.786046,0.272977,0.774503,69314,122998
41387,0.247205,-0.902858,-0.351764,0.83318,45342.4,83120.9
41388,0.593113,0.616242,-0.518135,0.762967,69253.4,122091
41389,-0.874906,0.196107,0.44281,0.355818,78428,106334
41390,-0.884499,-0.465612,0.0294402,0.374256,81605,112146
41391,-0.617432,0.368522,0.69496,0.453593,65565.6,95305.7
41392,0.936422,0.3428,-0.0748486,0.712795,84096.4,144040
41393,0.981946,0.172676,-0.0772387,0.69867,82559.3,140241
41394,-0.834411,0.50976,0.20953,0.411447,82662.8,116674
41395,-0.307944,-0.829837,-0.46534,0.659762,49313.4,81848.6
41396,0.336138,-0.940976,0.0397008,0.808046,50623.6,91529.8
41397,-0.828744,0.324503,0.45594,0.38872,78775.4,109397
41398,0.233651,-0.971931,0.0275278,0.837525,43302,79568.5
41399,-0.0417099,-0.960105,0.276513,0.90992,30170.6,57623.5
41400,-0.0489073,-0.959876,-0.276127,0.905155,30685,58459.6
41401,-0.205428,-0.532391,-0.821194,0.723732,36686.3,63237.3
41402,-0.975973,0.214874,-0.0361295,0.32855,83414.6,110820
41403,0.35345,-0.690377,-0.631231,0.79902,50588.2,91009.2
41404,-0.459256,0.795717,-0.394865,0.579994,63334.9,100069
41405,-0.0943601,0.969772,0.225031,0.872093,38503.4,72082
41406,0.436346,0.877531,0.198851,0.795376,62183.4,111642
41407,-0.122141,0.572427,0.810808,0.828927,33796.2,61810.9
41408,0.545899,0.179058,0.818494,0.735739,55093.7,95628.3
41409,-0.966558,-0.255631,0.0204352,0.329149,82611.7,109803
41410,0.369323,-0.322045,0.871715,0.771184,44596.6,78988.7
41411,0.809342,0.542715,0.224558,0.735883,81480.9,141441
41412,-0.267544,0.861796,0.430961,0.712314,50636,86704.8
41413,-0.302613,-0.837625,0.454764,0.664697,49072.6,81691.1
41414,0.468863,-0.330848,0.818967,0.754882,52142.6,91504
41415,0.860313,-0.282362,0.424422,0.71444,78081.9,133867
41416,-0.798788,-0.463994,0.382946,0.404,77882.9,109348
41417,-0.780492,0.611885,-0.128178,0.435501,80776.5,115955
41418,0.581898,-0.761064,0.286665,0.762294,67362,118712
41419,-0.720388,0.379185,0.58074,0.425087,72986.2,104012
41420,0.690239,0.501904,0.521212,0.746051,73509.3,128351
41421,-0.929881,-0.0730685,-0.360529,0.318888,77951.3,102809
41422,0.587188,0.765112,0.264223,0.76939,71152.7,125897
41423,-0.926651,-0.29544,0.232449,0.350642,82323.4,111189
41424,0.290648,-0.634666,-0.716047,0.811841,44978.7,81494.3
41425,0.323563,0.811009,0.487413,0.818245,53862.8,97935.8
41426,0.795604,-0.570536,0.203722,0.732511,78478.3,135964
41427,0.942826,-0.315164,0.1084,0.707746,82638.4,141125
41428,0.877117,0.467572,-0.109739,0.725169,83509.6,144068
41429,0.0479096,0.998661,0.019499,0.917587,33930.4,65064.5
41430,0.657428,-0.736307,0.160128,0.751562,71538.8,125305
41431,0.302558,0.913831,-0.270872,0.825322,53403,97477.6
41432,-0.0390906,-0.0658562,-0.997063,0.897068,13204.5,25049.9
41433,-0.693264,0.650242,0.310759,0.469699,76674,112688
41434,-0.208205,-0.381642,-0.900556,0.699314,33729,57316.2
